,index,Turn,DieRoll,PositionStart,PostionEnd,Game
26717,21,22,4,43,26,824
26718,22,23,5,26,31,824
26719,23,24,5,31,44,824
26720,24,25,6,44,50,824
26721,25,26,5,50,55,824
26722,26,27,3,55,58,824
26723,27,28,1,58,59,824
26724,28,29,2,59,61,824
26725,29,30,4,61,65,824
26726,30,31,3,65,68,824
26727,31,32,6,68,74,824
26728,32,33,5,74,79,824
26729,33,34,3,79,82,824
26730,34,35,3,82,85,824
26731,35,36,6,85,91,824
26732,36,37,5,91,96,824
26733,37,38,3,96,99,824
26734,38,39,2,99,99,824
26735,39,40,1,99,100,824
26736,0,1,3,1,14,825
26737,1,2,5,14,19,825
26738,2,3,1,19,20,825
26739,3,4,4,20,24,825
26740,4,5,4,24,84,825
26741,5,6,2,84,86,825
26742,6,7,5,86,91,825
26743,7,8,3,91,94,825
26744,8,9,6,94,100,825
26745,0,1,5,1,6,826
26746,1,2,2,6,8,826
26747,2,3,5,8,13,826
26748,3,4,6,13,19,826
26749,4,5,1,19,20,826
26750,5,6,4,20,24,826
26751,6,7,4,24,84,826
26752,7,8,3,84,87,826
26753,8,9,4,87,91,826
26754,9,10,6,91,97,826
26755,10,11,1,97,78,826
26756,11,12,3,78,81,826
26757,12,13,6,81,87,826
26758,13,14,6,87,73,826
26759,14,15,1,73,74,826
26760,15,16,5,74,79,826
26761,16,17,2,79,81,826
26762,17,18,3,81,84,826
26763,18,19,3,84,87,826
26764,19,20,2,87,89,826
26765,20,21,2,89,91,826
26766,21,22,2,91,73,826
26767,22,23,5,73,78,826
26768,23,24,3,78,81,826
26769,24,25,6,81,87,826
26770,25,26,4,87,91,826
26771,26,27,3,91,94,826
26772,27,28,1,94,75,826
26773,28,29,5,75,100,826
26774,0,1,1,1,2,827
26775,1,2,1,2,3,827
26776,2,3,3,3,6,827
26777,3,4,6,6,12,827
26778,4,5,3,12,15,827
26779,5,6,1,15,6,827
26780,6,7,6,6,12,827
26781,7,8,6,12,18,827
26782,8,9,6,18,24,827
26783,9,10,2,24,26,827
26784,10,11,3,26,29,827
26785,11,12,2,29,31,827
26786,12,13,3,31,34,827
26787,13,14,1,34,35,827
26788,14,15,2,35,37,827
26789,15,16,6,37,43,827
26790,16,17,6,43,11,827
26791,17,18,1,11,12,827
26792,18,19,5,12,17,827
26793,19,20,3,17,20,827
26794,20,21,2,20,22,827
26795,21,22,1,22,23,827
26796,22,23,6,23,29,827
26797,23,24,5,29,34,827
26798,24,25,2,34,44,827
26799,25,26,3,44,26,827
26800,26,27,3,26,29,827
26801,27,28,4,29,33,827
26802,28,29,1,33,34,827
26803,29,30,3,34,37,827
26804,30,31,3,37,40,827
26805,31,32,1,40,41,827
26806,32,33,5,41,46,827
26807,33,34,4,46,50,827
26808,34,35,5,50,55,827
26809,35,36,6,55,61,827
26810,36,37,1,61,19,827
26811,37,38,2,19,42,827
26812,38,39,3,42,45,827
26813,39,40,5,45,50,827
26814,40,41,4,50,54,827
26815,41,42,3,54,57,827
26816,42,43,5,57,19,827
26817,43,44,5,19,24,827
26818,44,45,3,24,27,827
26819,45,46,5,27,32,827
26820,46,47,3,32,35,827
26821,47,48,4,35,39,827
26822,48,49,1,39,40,827
26823,49,50,6,40,46,827
26824,50,51,6,46,52,827
26825,51,52,6,52,58,827
26826,52,53,6,58,60,827
26827,53,54,4,60,60,827
26828,54,55,6,60,66,827
26829,55,56,5,66,91,827
26830,56,57,6,91,97,827
26831,57,58,6,97,97,827
26832,58,59,2,97,99,827
26833,59,60,6,99,99,827
26834,60,61,4,99,99,827
26835,61,62,1,99,100,827
26836,0,1,6,1,7,828
26837,1,2,6,7,13,828
26838,2,3,3,13,6,828
26839,3,4,4,6,10,828
26840,4,5,4,10,14,828
26841,5,6,2,14,6,828
26842,6,7,6,6,12,828
26843,7,8,2,12,14,828
26844,8,9,6,14,20,828
26845,9,10,1,20,42,828
26846,10,11,6,42,48,828
26847,11,12,2,48,50,828
26848,12,13,5,50,55,828
26849,13,14,2,55,57,828
26850,14,15,4,57,61,828
26851,15,16,2,61,63,828
26852,16,17,2,63,65,828
26853,17,18,3,65,68,828
26854,18,19,4,68,72,828
26855,19,20,3,72,75,828
26856,20,21,2,75,77,828
26857,21,22,2,77,79,828
26858,22,23,2,79,81,828
26859,23,24,4,81,85,828
26860,24,25,3,85,88,828
26861,25,26,1,88,89,828
26862,26,27,6,89,75,828
26863,27,28,5,75,100,828
26864,0,1,5,1,6,829
26865,1,2,1,6,7,829
26866,2,3,3,7,10,829
26867,3,4,1,10,11,829
26868,4,5,2,11,13,829
26869,5,6,6,13,19,829
26870,6,7,5,19,24,829
26871,7,8,5,24,29,829
26872,8,9,3,29,32,829
26873,9,10,5,32,37,829
26874,10,11,3,37,40,829
26875,11,12,1,40,41,829
26876,12,13,4,41,45,829
26877,13,14,6,45,67,829
26878,14,15,3,67,70,829
26879,15,16,3,70,73,829
26880,16,17,6,73,79,829
26881,17,18,3,79,82,829
26882,18,19,4,82,86,829
26883,19,20,1,86,87,829
26884,20,21,5,87,92,829
26885,21,22,4,92,96,829
26886,22,23,3,96,99,829
26887,23,24,4,99,99,829
26888,24,25,1,99,100,829
26889,0,1,3,1,14,830
26890,1,2,2,14,6,830
26891,2,3,1,6,7,830
26892,3,4,6,7,13,830
26893,4,5,1,13,14,830
26894,5,6,2,14,6,830
26895,6,7,1,6,7,830
26896,7,8,5,7,12,830
26897,8,9,2,12,14,830
26898,9,10,2,14,6,830
26899,10,11,6,6,12,830
26900,11,12,5,12,17,830
26901,12,13,3,17,20,830
26902,13,14,6,20,26,830
26903,14,15,3,26,29,830
26904,15,16,1,29,30,830
26905,16,17,3,30,33,830
26906,17,18,6,33,39,830
26907,18,19,2,39,41,830
26908,19,20,4,41,45,830
26909,20,21,5,45,50,830
26910,21,22,3,50,53,830
26911,22,23,1,53,54,830
26912,23,24,4,54,58,830
26913,24,25,1,58,59,830
26914,25,26,5,59,60,830
26915,26,27,1,60,61,830
26916,27,28,1,61,19,830
26917,28,29,6,19,25,830
26918,29,30,2,25,27,830
26919,30,31,1,27,84,830
26920,31,32,2,84,86,830
26921,32,33,4,86,90,830
26922,33,34,3,90,73,830
26923,34,35,2,73,75,830
26924,35,36,4,75,79,830
26925,36,37,2,79,81,830
26926,37,38,4,81,85,830
26927,38,39,5,85,90,830
26928,39,40,4,90,94,830
26929,40,41,6,94,100,830
26930,0,1,1,1,2,831
26931,1,2,2,2,14,831
26932,2,3,6,14,20,831
26933,3,4,5,20,25,831
26934,4,5,5,25,30,831
26935,5,6,6,30,44,831
26936,6,7,3,44,26,831
26937,7,8,3,26,29,831
26938,8,9,2,29,31,831
26939,9,10,6,31,37,831
26940,10,11,2,37,39,831
26941,11,12,5,39,44,831
26942,12,13,5,44,11,831
26943,13,14,4,11,15,831
26944,14,15,6,15,42,831
26945,15,16,1,42,43,831
26946,16,17,2,43,45,831
26947,17,18,6,45,67,831
26948,18,19,4,67,91,831
26949,19,20,5,91,96,831
26950,20,21,1,96,97,831
26951,21,22,3,97,100,831
26952,0,1,4,1,5,832
26953,1,2,5,5,10,832
26954,2,3,1,10,11,832
26955,3,4,3,11,14,832
26956,4,5,1,14,15,832
26957,5,6,1,15,6,832
26958,6,7,5,6,11,832
26959,7,8,4,11,15,832
26960,8,9,3,15,18,832
26961,9,10,3,18,42,832
26962,10,11,1,42,43,832
26963,11,12,3,43,46,832
26964,12,13,5,46,67,832
26965,13,14,2,67,69,832
26966,14,15,6,69,75,832
26967,15,16,3,75,78,832
26968,16,17,2,78,100,832
26969,0,1,6,1,7,833
26970,1,2,5,7,12,833
26971,2,3,5,12,17,833
26972,3,4,6,17,23,833
26973,4,5,5,23,84,833
26974,5,6,3,84,87,833
26975,6,7,3,87,90,833
26976,7,8,5,90,75,833
26977,8,9,5,75,100,833
26978,0,1,2,1,3,834
26979,1,2,5,3,8,834
26980,2,3,6,8,14,834
26981,3,4,1,14,15,834
26982,4,5,2,15,17,834
26983,5,6,1,17,18,834
26984,6,7,4,18,22,834
26985,7,8,3,22,25,834
26986,8,9,1,25,26,834
26987,9,10,1,26,27,834
26988,10,11,1,27,84,834
26989,11,12,5,84,89,834
26990,12,13,2,89,91,834
26991,13,14,4,91,75,834
26992,14,15,3,75,78,834
26993,15,16,4,78,82,834
26994,16,17,2,82,84,834
26995,17,18,5,84,89,834
26996,18,19,2,89,91,834
26997,19,20,1,91,92,834
26998,20,21,2,92,94,834
26999,21,22,3,94,97,834
27000,22,23,4,97,97,834
27001,23,24,2,97,99,834
27002,24,25,4,99,99,834
27003,25,26,4,99,99,834
27004,26,27,2,99,99,834
27005,27,28,1,99,100,834
27006,0,1,1,1,2,835
27007,1,2,5,2,7,835
27008,2,3,4,7,11,835
27009,3,4,6,11,17,835
27010,4,5,3,17,20,835
27011,5,6,6,20,26,835
27012,6,7,5,26,31,835
27013,7,8,5,31,44,835
27014,8,9,3,44,26,835
27015,9,10,4,26,30,835
27016,10,11,5,30,35,835
27017,11,12,4,35,39,835
27018,12,13,1,39,40,835
27019,13,14,2,40,42,835
27020,14,15,6,42,48,835
27021,15,16,2,48,50,835
27022,16,17,3,50,53,835
27023,17,18,4,53,57,835
27024,18,19,6,57,63,835
27025,19,20,1,63,60,835
27026,20,21,3,60,63,835
27027,21,22,4,63,67,835
27028,22,23,6,67,73,835
27029,23,24,3,73,76,835
27030,24,25,5,76,81,835
27031,25,26,5,81,86,835
27032,26,27,6,86,92,835
27033,27,28,2,92,94,835
27034,28,29,4,94,78,835
27035,29,30,2,78,100,835
27036,0,1,6,1,7,836
27037,1,2,4,7,11,836
27038,2,3,2,11,13,836
27039,3,4,3,13,6,836
27040,4,5,3,6,31,836
27041,5,6,6,31,37,836
27042,6,7,3,37,40,836
27043,7,8,5,40,45,836
27044,8,9,3,45,48,836
27045,9,10,3,48,67,836
27046,10,11,4,67,91,836
27047,11,12,5,91,96,836
27048,12,13,4,96,100,836
27049,0,1,4,1,5,837
27050,1,2,2,5,7,837
27051,2,3,3,7,10,837
27052,3,4,2,10,12,837
27053,4,5,4,12,6,837
27054,5,6,6,6,12,837
27055,6,7,6,12,18,837
27056,7,8,2,18,20,837
27057,8,9,5,20,25,837
27058,9,10,2,25,27,837
27059,10,11,5,27,32,837
27060,11,12,4,32,44,837
27061,12,13,1,44,45,837
27062,13,14,6,45,67,837
27063,14,15,3,67,70,837
27064,15,16,6,70,76,837
27065,16,17,2,76,78,837
27066,17,18,1,78,79,837
27067,18,19,3,79,82,837
27068,19,20,2,82,84,837
27069,20,21,2,84,86,837
27070,21,22,2,86,88,837
27071,22,23,2,88,90,837
27072,23,24,2,90,92,837
27073,24,25,6,92,78,837
27074,25,26,3,78,81,837
27075,26,27,2,81,83,837
27076,27,28,3,83,86,837
27077,28,29,5,86,91,837
27078,29,30,3,91,94,837
27079,30,31,4,94,78,837
27080,31,32,1,78,79,837
27081,32,33,2,79,81,837
27082,33,34,5,81,86,837
27083,34,35,2,86,88,837
27084,35,36,1,88,89,837
27085,36,37,2,89,91,837
27086,37,38,2,91,73,837
27087,38,39,3,73,76,837
27088,39,40,6,76,82,837
27089,40,41,6,82,88,837
27090,41,42,3,88,91,837
27091,42,43,5,91,96,837
27092,43,44,1,96,97,837
27093,44,45,3,97,100,837
27094,0,1,1,1,2,838
27095,1,2,5,2,7,838
27096,2,3,6,7,13,838
27097,3,4,4,13,17,838
27098,4,5,5,17,22,838
27099,5,6,1,22,23,838
27100,6,7,5,23,84,838
27101,7,8,1,84,85,838
27102,8,9,1,85,86,838
27103,9,10,4,86,90,838
27104,10,11,3,90,73,838
27105,11,12,2,73,75,838
27106,12,13,2,75,77,838
27107,13,14,2,77,79,838
27108,14,15,6,79,85,838
27109,15,16,3,85,88,838
27110,16,17,2,88,90,838
27111,17,18,1,90,91,838
27112,18,19,2,91,73,838
27113,19,20,1,73,74,838
27114,20,21,6,74,100,838
27115,0,1,3,1,14,839
27116,1,2,6,14,20,839
27117,2,3,4,20,24,839
27118,3,4,1,24,25,839
27119,4,5,3,25,84,839
27120,5,6,2,84,86,839
27121,6,7,2,86,88,839
27122,7,8,4,88,92,839
27123,8,9,3,92,75,839
27124,9,10,2,75,77,839
27125,10,11,2,77,79,839
27126,11,12,6,79,85,839
27127,12,13,4,85,89,839
27128,13,14,3,89,92,839
27129,14,15,3,92,75,839
27130,15,16,3,75,78,839
27131,16,17,1,78,79,839
27132,17,18,3,79,82,839
27133,18,19,6,82,88,839
27134,19,20,6,88,94,839
27135,20,21,6,94,100,839
27136,0,1,4,1,5,840
27137,1,2,1,5,6,840
27138,2,3,1,6,7,840
27139,3,4,1,7,8,840
27140,4,5,3,8,11,840
27141,5,6,6,11,17,840
27142,6,7,5,17,22,840
27143,7,8,4,22,26,840
27144,8,9,6,26,32,840
27145,9,10,5,32,37,840
27146,10,11,1,37,38,840
27147,11,12,4,38,42,840
27148,12,13,3,42,45,840
27149,13,14,3,45,48,840
27150,14,15,4,48,52,840
27151,15,16,5,52,57,840
27152,16,17,3,57,60,840
27153,17,18,3,60,63,840
27154,18,19,1,63,60,840
27155,19,20,5,60,65,840
27156,20,21,3,65,68,840
27157,21,22,4,68,72,840
27158,22,23,1,72,73,840
27159,23,24,5,73,78,840
27160,24,25,3,78,81,840
27161,25,26,6,81,87,840
27162,26,27,6,87,73,840
27163,27,28,5,73,78,840
27164,28,29,1,78,79,840
27165,29,30,3,79,82,840
27166,30,31,2,82,84,840
27167,31,32,5,84,89,840
27168,32,33,6,89,75,840
27169,33,34,5,75,100,840
27170,0,1,3,1,14,841
27171,1,2,2,14,6,841
27172,2,3,5,6,11,841
27173,3,4,5,11,6,841
27174,4,5,1,6,7,841
27175,5,6,2,7,31,841
27176,6,7,1,31,32,841
27177,7,8,2,32,34,841
27178,8,9,3,34,37,841
27179,9,10,2,37,39,841
27180,10,11,4,39,43,841
27181,11,12,5,43,48,841
27182,12,13,1,48,11,841
27183,13,14,6,11,17,841
27184,14,15,2,17,19,841
27185,15,16,2,19,42,841
27186,16,17,2,42,44,841
27187,17,18,6,44,50,841
27188,18,19,2,50,52,841
27189,19,20,4,52,53,841
27190,20,21,3,53,53,841
27191,21,22,6,53,59,841
27192,22,23,1,59,60,841
27193,23,24,1,60,61,841
27194,24,25,2,61,63,841
27195,25,26,6,63,69,841
27196,26,27,4,69,73,841
27197,27,28,4,73,77,841
27198,28,29,1,77,78,841
27199,29,30,4,78,82,841
27200,30,31,5,82,87,841
27201,31,32,6,87,73,841
27202,32,33,6,73,79,841
27203,33,34,2,79,81,841
27204,34,35,5,81,86,841
27205,35,36,3,86,89,841
27206,36,37,4,89,73,841
27207,37,38,2,73,75,841
27208,38,39,3,75,78,841
27209,39,40,5,78,83,841
27210,40,41,1,83,84,841
27211,41,42,2,84,86,841
27212,42,43,3,86,89,841
27213,43,44,6,89,75,841
27214,44,45,6,75,81,841
27215,45,46,4,81,85,841
27216,46,47,5,85,90,841
27217,47,48,2,90,92,841
27218,48,49,1,92,73,841
27219,49,50,1,73,74,841
27220,50,51,2,74,76,841
27221,51,52,6,76,82,841
27222,52,53,6,82,88,841
27223,53,54,1,88,89,841
27224,54,55,6,89,75,841
27225,55,56,4,75,79,841
27226,56,57,1,79,100,841
27227,0,1,4,1,5,842
27228,1,2,3,5,8,842
27229,2,3,5,8,13,842
27230,3,4,5,13,18,842
27231,4,5,6,18,24,842
27232,5,6,5,24,29,842
27233,6,7,1,29,30,842
27234,7,8,6,30,44,842
27235,8,9,3,44,26,842
27236,9,10,5,26,31,842
27237,10,11,6,31,37,842
27238,11,12,1,37,38,842
27239,12,13,3,38,41,842
27240,13,14,1,41,42,842
27241,14,15,2,42,44,842
27242,15,16,1,44,45,842
27243,16,17,5,45,50,842
27244,17,18,1,50,67,842
27245,18,19,2,67,69,842
27246,19,20,5,69,74,842
27247,20,21,3,74,77,842
27248,21,22,3,77,100,842
27249,0,1,6,1,7,843
27250,1,2,5,7,12,843
27251,2,3,2,12,14,843
27252,3,4,5,14,19,843
27253,4,5,2,19,42,843
27254,5,6,4,42,46,843
27255,6,7,6,46,52,843
27256,7,8,1,52,53,843
27257,8,9,4,53,57,843
27258,9,10,6,57,63,843
27259,10,11,6,63,69,843
27260,11,12,1,69,70,843
27261,12,13,1,70,91,843
27262,13,14,5,91,96,843
27263,14,15,4,96,100,843
27264,0,1,2,1,3,844
27265,1,2,3,3,6,844
27266,2,3,6,6,12,844
27267,3,4,4,12,6,844
27268,4,5,6,6,12,844
27269,5,6,1,12,13,844
27270,6,7,3,13,6,844
27271,7,8,1,6,7,844
27272,8,9,3,7,10,844
27273,9,10,5,10,15,844
27274,10,11,6,15,42,844
27275,11,12,1,42,43,844
27276,12,13,5,43,48,844
27277,13,14,1,48,11,844
27278,14,15,2,11,13,844
27279,15,16,4,13,17,844
27280,16,17,4,17,42,844
27281,17,18,2,42,44,844
27282,18,19,3,44,26,844
27283,19,20,4,26,30,844
27284,20,21,4,30,34,844
27285,21,22,5,34,39,844
27286,22,23,5,39,44,844
27287,23,24,6,44,50,844
27288,24,25,6,50,53,844
27289,25,26,4,53,57,844
27290,26,27,2,57,59,844
27291,27,28,6,59,65,844
27292,28,29,5,65,70,844
27293,29,30,4,70,74,844
27294,30,31,5,74,79,844
27295,31,32,3,79,82,844
27296,32,33,2,82,84,844
27297,33,34,4,84,88,844
27298,34,35,3,88,91,844
27299,35,36,1,91,92,844
27300,36,37,5,92,97,844
27301,37,38,3,97,100,844
27302,0,1,6,1,7,845
27303,1,2,1,7,8,845
27304,2,3,2,8,10,845
27305,3,4,1,10,11,845
27306,4,5,3,11,14,845
27307,5,6,2,14,6,845
27308,6,7,4,6,10,845
27309,7,8,2,10,12,845
27310,8,9,6,12,18,845
27311,9,10,3,18,42,845
27312,10,11,1,42,43,845
27313,11,12,3,43,46,845
27314,12,13,2,46,48,845
27315,13,14,2,48,50,845
27316,14,15,2,50,52,845
27317,15,16,4,52,53,845
27318,16,17,3,53,53,845
27319,17,18,4,53,57,845
27320,18,19,3,57,60,845
27321,19,20,6,60,66,845
27322,20,21,5,66,91,845
27323,21,22,4,91,75,845
27324,22,23,3,75,78,845
27325,23,24,3,78,81,845
27326,24,25,2,81,83,845
27327,25,26,3,83,86,845
27328,26,27,1,86,87,845
27329,27,28,4,87,91,845
27330,28,29,6,91,97,845
27331,29,30,4,97,97,845
27332,30,31,1,97,78,845
27333,31,32,4,78,82,845
27334,32,33,5,82,87,845
27335,33,34,3,87,90,845
27336,34,35,6,90,96,845
27337,35,36,3,96,99,845
27338,36,37,2,99,99,845
27339,37,38,3,99,99,845
27340,38,39,6,99,99,845
27341,39,40,4,99,99,845
27342,40,41,5,99,99,845
27343,41,42,3,99,99,845
27344,42,43,2,99,99,845
27345,43,44,5,99,99,845
27346,44,45,2,99,99,845
27347,45,46,1,99,100,845
27348,0,1,3,1,14,846
27349,1,2,6,14,20,846
27350,2,3,6,20,26,846
27351,3,4,1,26,27,846
27352,4,5,4,27,31,846
27353,5,6,4,31,35,846
27354,6,7,6,35,41,846
27355,7,8,6,41,26,846
27356,8,9,3,26,29,846
27357,9,10,5,29,34,846
27358,10,11,5,34,39,846
27359,11,12,1,39,40,846
27360,12,13,6,40,46,846
27361,13,14,4,46,50,846
27362,14,15,3,50,53,846
27363,15,16,5,53,58,846
27364,16,17,4,58,19,846
27365,17,18,3,19,22,846
27366,18,19,2,22,24,846
27367,19,20,1,24,25,846
27368,20,21,6,25,31,846
27369,21,22,2,31,33,846
27370,22,23,3,33,44,846
27371,23,24,1,44,45,846
27372,24,25,4,45,11,846
27373,25,26,3,11,14,846
27374,26,27,5,14,19,846
27375,27,28,4,19,23,846
27376,28,29,1,23,24,846
27377,29,30,4,24,84,846
27378,30,31,4,84,88,846
27379,31,32,1,88,89,846
27380,32,33,2,89,91,846
27381,33,34,2,91,73,846
27382,34,35,1,73,74,846
27383,35,36,3,74,77,846
27384,36,37,5,77,82,846
27385,37,38,5,82,87,846
27386,38,39,6,87,73,846
27387,39,40,2,73,75,846
27388,40,41,3,75,78,846
27389,41,42,1,78,79,846
27390,42,43,6,79,85,846
27391,43,44,6,85,91,846
27392,44,45,1,91,92,846
27393,45,46,4,92,96,846
27394,46,47,6,96,96,846
27395,47,48,5,96,96,846
27396,48,49,4,96,100,846
27397,0,1,4,1,5,847
27398,1,2,4,5,31,847
27399,2,3,4,31,35,847
27400,3,4,3,35,38,847
27401,4,5,4,38,42,847
27402,5,6,3,42,45,847
27403,6,7,4,45,11,847
27404,7,8,6,11,17,847
27405,8,9,1,17,18,847
27406,9,10,1,18,19,847
27407,10,11,2,19,42,847
27408,11,12,6,42,48,847
27409,12,13,6,48,54,847
27410,13,14,4,54,58,847
27411,14,15,2,58,60,847
27412,15,16,2,60,19,847
27413,16,17,5,19,24,847
27414,17,18,3,24,27,847
27415,18,19,4,27,31,847
27416,19,20,3,31,34,847
27417,20,21,1,34,35,847
27418,21,22,4,35,39,847
27419,22,23,3,39,42,847
27420,23,24,6,42,48,847
27421,24,25,1,48,11,847
27422,25,26,6,11,17,847
27423,26,27,1,17,18,847
27424,27,28,1,18,19,847
27425,28,29,6,19,25,847
27426,29,30,5,25,30,847
27427,30,31,3,30,33,847
27428,31,32,4,33,37,847
27429,32,33,2,37,39,847
27430,33,34,1,39,40,847
27431,34,35,5,40,45,847
27432,35,36,2,45,26,847
27433,36,37,1,26,27,847
27434,37,38,3,27,30,847
27435,38,39,1,30,31,847
27436,39,40,5,31,44,847
27437,40,41,2,44,46,847
27438,41,42,1,46,26,847
27439,42,43,1,26,27,847
27440,43,44,2,27,29,847
27441,44,45,4,29,33,847
27442,45,46,3,33,44,847
27443,46,47,5,44,11,847
27444,47,48,6,11,17,847
27445,48,49,2,17,19,847
27446,49,50,6,19,25,847
27447,50,51,5,25,30,847
27448,51,52,6,30,44,847
27449,52,53,1,44,45,847
27450,53,54,3,45,48,847
27451,54,55,1,48,11,847
27452,55,56,2,11,13,847
27453,56,57,5,13,18,847
27454,57,58,3,18,42,847
27455,58,59,4,42,46,847
27456,59,60,3,46,11,847
27457,60,61,4,11,15,847
27458,61,62,1,15,6,847
27459,62,63,2,6,8,847
27460,63,64,3,8,11,847
27461,64,65,2,11,13,847
27462,65,66,6,13,19,847
27463,66,67,1,19,20,847
27464,67,68,6,20,26,847
27465,68,69,6,26,32,847
27466,69,70,3,32,35,847
27467,70,71,4,35,39,847
27468,71,72,4,39,43,847
27469,72,73,5,43,48,847
27470,73,74,5,48,53,847
27471,74,75,6,53,59,847
27472,75,76,3,59,19,847
27473,76,77,6,19,25,847
27474,77,78,2,25,27,847
27475,78,79,2,27,29,847
27476,79,80,4,29,33,847
27477,80,81,6,33,39,847
27478,81,82,3,39,42,847
27479,82,83,3,42,45,847
27480,83,84,3,45,48,847
27481,84,85,4,48,52,847
27482,85,86,5,52,57,847
27483,86,87,2,57,59,847
27484,87,88,6,59,65,847
27485,88,89,5,65,70,847
27486,89,90,6,70,76,847
27487,90,91,5,76,81,847
27488,91,92,3,81,84,847
27489,92,93,2,84,86,847
27490,93,94,3,86,89,847
27491,94,95,3,89,92,847
27492,95,96,6,92,78,847
27493,96,97,1,78,79,847
27494,97,98,6,79,85,847
27495,98,99,2,85,87,847
27496,99,100,4,87,91,847
27497,100,101,1,91,92,847
27498,101,102,5,92,97,847
27499,102,103,2,97,99,847
27500,103,104,2,99,99,847
27501,104,105,4,99,99,847
27502,105,106,1,99,100,847
27503,0,1,1,1,2,848
27504,1,2,3,2,5,848
27505,2,3,4,5,31,848
27506,3,4,4,31,35,848
27507,4,5,2,35,37,848
27508,5,6,4,37,41,848
27509,6,7,1,41,42,848
27510,7,8,3,42,45,848
27511,8,9,3,45,48,848
27512,9,10,6,48,54,848
27513,10,11,5,54,59,848
27514,11,12,3,59,19,848
27515,12,13,5,19,24,848
27516,13,14,4,24,84,848
27517,14,15,4,84,88,848
27518,15,16,2,88,90,848
27519,16,17,1,90,91,848
27520,17,18,5,91,96,848
27521,18,19,1,96,97,848
27522,19,20,5,97,97,848
27523,20,21,5,97,97,848
27524,21,22,2,97,99,848
27525,22,23,6,99,99,848
27526,23,24,5,99,99,848
27527,24,25,1,99,100,848
27528,0,1,2,1,3,849
27529,1,2,2,3,5,849
27530,2,3,5,5,10,849
27531,3,4,1,10,11,849
27532,4,5,5,11,6,849
27533,5,6,1,6,7,849
27534,6,7,2,7,31,849
27535,7,8,6,31,37,849
27536,8,9,6,37,43,849
27537,9,10,6,43,11,849
27538,10,11,3,11,14,849
27539,11,12,4,14,18,849
27540,12,13,5,18,23,849
27541,13,14,5,23,84,849
27542,14,15,6,84,90,849
27543,15,16,4,90,94,849
27544,16,17,6,94,100,849
27545,0,1,1,1,2,850
27546,1,2,5,2,7,850
27547,2,3,3,7,10,850
27548,3,4,1,10,11,850
27549,4,5,1,11,12,850
27550,5,6,5,12,17,850
27551,6,7,4,17,42,850
27552,7,8,1,42,43,850
27553,8,9,5,43,48,850
27554,9,10,6,48,54,850
27555,10,11,4,54,58,850
27556,11,12,1,58,59,850
27557,12,13,6,59,65,850
27558,13,14,3,65,68,850
27559,14,15,2,68,70,850
27560,15,16,2,70,72,850
27561,16,17,4,72,76,850
27562,17,18,3,76,79,850
27563,18,19,4,79,83,850
27564,19,20,6,83,89,850
27565,20,21,3,89,92,850
27566,21,22,1,92,73,850
27567,22,23,5,73,78,850
27568,23,24,4,78,82,850
27569,24,25,3,82,85,850
27570,25,26,3,85,88,850
27571,26,27,3,88,91,850
27572,27,28,4,91,75,850
27573,28,29,5,75,100,850
27574,0,1,3,1,14,851
27575,1,2,2,14,6,851
27576,2,3,5,6,11,851
27577,3,4,5,11,6,851
27578,4,5,6,6,12,851
27579,5,6,1,12,13,851
27580,6,7,1,13,14,851
27581,7,8,5,14,19,851
27582,8,9,4,19,23,851
27583,9,10,3,23,26,851
27584,10,11,6,26,32,851
27585,11,12,1,32,33,851
27586,12,13,2,33,35,851
27587,13,14,5,35,40,851
27588,14,15,4,40,44,851
27589,15,16,4,44,48,851
27590,16,17,4,48,52,851
27591,17,18,2,52,54,851
27592,18,19,2,54,53,851
27593,19,20,2,53,55,851
27594,20,21,5,55,60,851
27595,21,22,6,60,66,851
27596,22,23,1,66,67,851
27597,23,24,4,67,91,851
27598,24,25,4,91,75,851
27599,25,26,5,75,100,851
27600,0,1,6,1,7,852
27601,1,2,5,7,12,852
27602,2,3,5,12,17,852
27603,3,4,2,17,19,852
27604,4,5,6,19,25,852
27605,5,6,4,25,29,852
27606,6,7,1,29,30,852
27607,7,8,3,30,33,852
27608,8,9,4,33,37,852
27609,9,10,1,37,38,852
27610,10,11,4,38,42,852
27611,11,12,2,42,44,852
27612,12,13,3,44,26,852
27613,13,14,5,26,31,852
27614,14,15,6,31,37,852
27615,15,16,2,37,39,852
27616,16,17,2,39,41,852
27617,17,18,5,41,46,852
27618,18,19,5,46,67,852
27619,19,20,4,67,91,852
27620,20,21,6,91,97,852
27621,21,22,4,97,97,852
27622,22,23,4,97,97,852
27623,23,24,5,97,97,852
27624,24,25,4,97,97,852
27625,25,26,6,97,97,852
27626,26,27,5,97,97,852
27627,27,28,4,97,97,852
27628,28,29,3,97,100,852
27629,0,1,1,1,2,853
27630,1,2,2,2,14,853
27631,2,3,6,14,20,853
27632,3,4,5,20,25,853
27633,4,5,3,25,84,853
27634,5,6,2,84,86,853
27635,6,7,1,86,87,853
27636,7,8,1,87,88,853
27637,8,9,2,88,90,853
27638,9,10,1,90,91,853
27639,10,11,4,91,75,853
27640,11,12,3,75,78,853
27641,12,13,6,78,84,853
27642,13,14,4,84,88,853
27643,14,15,4,88,92,853
27644,15,16,6,92,78,853
27645,16,17,2,78,100,853
27646,0,1,1,1,2,854
27647,1,2,1,2,3,854
